,CL0106,CL0107,CL0108,CL0109,CL0110,CL0111,CL0114,CL0116,CL0124,CL0125,CL0126,CL0146,CL0147,CL0191,CL0193,CL0196,NCI0422
FAM114A1,9.928631464,3.81190451,2.637465474,9.514760817,11.37364008,5.61643402,3.753969978,1.781731707,2.222700239,2.493319682,2.59246597,4.65472793,0.912759284,4.137705795,3.455116253,2.177542546,7.38428861
FAM114A2,4.853220747,1.467373144,4.546523341,4.795920906,6.067111101,10.42461602,9.036086051,3.906565462,4.809525947,4.809014947,2.941048245,3.140113067,7.483414238,3.459067261,5.328311529,4.330325806,4.275115272
FAM117A,3.801014318,2.807253554,7.897347905,4.792261428,4.920335837,3.605666019,4.475639338,4.503015614,6.125331763,3.824604191,5.73226063,7.838162923,5.722735103,4.664098166,1.419931418,4.920657531,4.03565778
FAM117B,5.478573464,7.010939845,4.791145414,6.82678178,3.21606031,3.164197775,6.425924199,8.289941571,16.52970691,2.849004079,6.132391788,8.441568107,13.51931277,7.67364019,11.52471743,8.489391249,3.988646177
FAM118A,2.544210114,2.355339602,1.036899415,1.346871023,1.555356925,2.301897445,1.024787457,1.635650885,4.030332647,3.642940365,3.303433649,2.557481618,7.780660062,4.657339673,2.05833408,2.843908842,1.441579084
FAM118B,9.008456475,9.484900199,6.736842686,6.53335739,4.827523789,6.976151996,12.41766778,5.825197376,2.883286948,5.596359403,6.553220578,5.857220922,3.857864816,6.658827131,11.2738155,2.787299799,7.264758269
FAM120A,20.31261647,17.21291003,25.96100454,33.24996774,28.45318632,27.34418614,19.9565749,20.74664168,10.91043913,11.69567362,30.26591075,18.90006253,38.13308993,14.44739945,20.618141,18.28284861,24.73147993
FAM120AOS,1.592087914,6.281245555,3.78443083,2.44956251,2.133282417,2.127818535,4.478092669,2.651682933,1.722028483,3.05809238,3.789823602,2.168871173,4.243328105,2.24366063,5.019533253,3.103578973,2.661709494
FAM120B,3.251261961,1.386680708,6.616091497,3.124775042,3.411035985,4.790947746,4.146047509,6.518562354,5.639605478,4.078562122,6.338095025,6.486622106,7.840403982,5.77091174,5.143617784,5.05397397,4.046066844
FAM120C,1.30929787,1.063723473,3.297016004,0.884496167,1.037669082,1.372734204,0.519471615,1.134407201,0.825672584,1.819043254,1.340524422,1.514968549,1.76371277,1.252868009,0.519428403,0.943300198,0.674775617
FAM122A,5.845779666,6.930357447,5.864138546,3.321958812,3.612931832,2.654821381,2.46658757,2.536551239,1.004023735,1.680588506,3.683312869,3.94334634,9.08575055,1.103373316,5.761846658,2.305851107,2.810028376
FAM122B,11.04531516,15.71426664,26.91950927,5.986595666,7.177037112,8.053584635,21.44843366,11.61787418,5.923513753,5.461939159,11.67341954,7.392837998,10.7506582,10.9125404,10.1127301,14.00839709,10.26916489
FAM122C,1.417259724,0.211334516,1.34153162,0.235352356,0.152698458,0.469229739,0.76650365,0.52629969,0.927961243,0.374821117,0.506104855,0.373574354,0.325598672,0.650398976,0.587493794,0.56000671,0.408830171
FAM124A,0.769157126,0.539104658,0.024258162,0.061963638,0.063477623,0.329099645,0.550378108,0.041220512,0.341117533,1.052618814,0.431721689,0.150182427,0.600691718,0.051444662,0.345143764,0.353365554,0.297830333
FAM124B,0.129245185,0.047451045,0.042276184,0.059993235,0.198034806,0.196082768,0.066609557,0.082889434,0.075872889,0.394919169,0.118689436,0.094086705,0.012116461,0.078270903,0.024753217,0.026544473,0.591895874
FAM126A,12.34203437,2.302540273,2.030144548,1.572614767,2.250707071,2.205207395,2.061047946,1.190668766,3.953421663,2.140079451,4.264668819,1.771181338,0.577164495,2.116133071,9.099171582,10.53228208,2.943108417
FAM126B,0.892909413,1.70364369,1.999956278,1.697168481,1.428897763,0.85529937,1.607127783,1.909677991,2.324847912,0.789227537,2.449930695,1.507682521,2.28638707,1.38019304,2.590736546,2.27095498,1.694981469
FAM127A,4.383496591,45.28159319,5.333901825,21.21214802,15.06365506,11.29232619,12.83190631,15.39336849,12.17026547,2.747957029,9.052093798,8.494013541,5.2888425,12.13414642,11.92557097,13.20419213,11.44779358
FAM127B,15.18516383,26.70897778,19.30837017,10.99384026,13.51757922,13.01370603,19.83789326,16.26056589,7.895105551,6.312550223,12.41437431,14.54498256,15.62416254,12.03301238,21.6237391,13.51670514,13.43015443
FAM127C,3.417987651,11.24723899,3.825353452,3.26829233,4.421681184,3.552572702,10.2848694,5.688252876,5.657519154,1.744937029,5.063502152,3.528915493,2.549781958,1.949265046,4.561775523,4.583389243,3.729251825
FAM129A,18.04164277,3.546697343,2.545830926,3.459580858,5.878944253,4.64046301,8.27504028,6.042016107,4.104959441,4.211098308,6.290912543,12.34519754,1.027708949,4.848952865,1.364481994,1.46777551,7.508709122
FAM129B,3.809097784,34.96327578,13.62625364,7.450185515,12.48160137,28.63326784,4.140374188,11.5606253,3.58376488,4.423505652,9.73494802,13.00976747,5.92858539,11.5911441,5.630596379,4.219761681,15.15497286
FAM129C,0.207478108,0.073363473,0.040259624,0.034278947,0.031214667,0.053217961,0.012686461,0.098231014,0.229512002,1.048175981,0.061919682,0.33395917,0.143654448,0.826687617,0.022983184,0.050556622,0.080936174
FAM131A,0.919527104,4.363615288,1.259549004,1.127842344,0.831076784,1.207734004,1.362070191,1.986578219,0.613825622,0.768898239,0.919071383,1.42743831,0.629401248,1.316563402,2.293062981,1.003881742,0.505560734
FAM131B,0.637295559,0.053242338,0.089601138,1.559871211,0.024811012,0.311686821,1.250397052,0.097598787,1.893195857,1.909287933,0.05156059,1.670378912,0.011005677,0.20251408,5.817721986,0.471503839,0.133259571
FAM131C,0.507557395,0.583696725,0.055340784,0.242961261,0,0.028876296,0,0.307430094,0.223469714,2.251281599,0.319179929,0.20993574,0.15166898,0,0.027339777,0.138990026,0.119201436
FAM132A,0.059751483,0.216790606,0.228022071,0.254820261,0.066297499,0.166571653,0,0.208634952,0.541628277,1.669682532,0.325650088,0.124560531,0.308786787,0.149676417,0,0.544050005,0.81039548
FAM133A,0.009526261,0.038883625,0.003635387,0,0,0.007587642,2.371328727,0.004751851,0.438670885,0.818317805,0,0.04413079,0.157068098,0.111973081,0.026340968,0.095869018,0.007830452
FAM133B,0.347649779,0.152135852,0.395680108,0.044589805,0.081207623,0.247754549,2.266337255,0.270768065,0.535174112,0.694354469,0.25058342,0.32210035,0.201123409,7.121985084,8.993437954,4.673605935,0.165441864
FAM133CP,3.289153188,0.028039757,0.273689825,0.421869099,0.205798486,0.581083889,1.204443519,0.259055065,0.90566266,1.714860156,0.145150872,0.223401618,0.304293858,0.471768552,0.522189732,0.56294063,0.813124084
FAM133DP,0,0,0,0,0,0,0,0,0,0,0,0,0,17.38672651,22.35632856,11.40439185,0
FAM134A,3.298560193,14.20517448,6.881374621,11.38332039,10.79679563,10.38657131,4.16497759,7.676585868,4.215292459,1.540030724,4.379110654,9.025808605,11.06126425,6.285404676,4.842323978,5.752143789,6.169873079
FAM134B,17.33294057,3.322125661,1.484278092,5.389311916,13.41138244,3.375948128,1.439138787,4.850286861,1.327092421,12.02457813,2.82218451,7.770835415,1.49461897,3.570503959,8.681435629,8.139048736,0.504152547
FAM134C,2.299788996,6.568875558,4.361602611,5.58324941,6.102267422,5.291797164,2.032285651,5.365054294,2.0215136,1.087909647,3.671582594,4.591116802,3.275654895,4.69670311,2.357664012,4.546199289,2.976416046
FAM135A,4.063181476,3.05389266,8.251228821,3.387092909,3.914464862,3.582264205,5.549971757,7.622089581,5.541482677,4.721435549,5.197236634,5.101642376,3.788589876,6.546444325,8.03993741,4.489222381,5.693916024
FAM135B,0.155627309,0.005761711,0.66662349,0.085139213,0.144484759,1.649383645,0.01145803,0.003168546,0.191165909,2.195774004,0.370163574,1.047584264,0.026574149,0.148103877,0.097401611,0.141549781,0.020885462
FAM136A,1.634340551,37.55723603,4.45999212,4.67792504,4.293968598,2.284199303,3.504269121,3.114813497,3.644994823,0.702119145,1.732330056,2.314200297,2.519390529,1.800406818,2.62774348,1.839808257,2.205211828
FAM138A,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998949984,0.568401213,0.10571852,0
FAM138B,0.27575574,0,1.03128531,0,0.061193178,0,0,0,0.139979754,7.363185044,0,0.229940944,1.031475391,0.12752553,0.887260429,0.066074075,0.158667133
FAM138C,0.13787787,0.012506228,0,0,0,0,0,0,0.379945046,2.911026645,0,0.012774497,0.040716134,0.04250851,0.027726888,0.07928889,0
FAM138D,7.817724124,0,1.117449653,0,0,0,0,0.013779525,4.286968604,40.14047067,0,0,0,0.361962977,1.083265933,0.066191227,0.499552296
FAM138E,0.193029018,0,0,0,0,0,0,0,1.639762832,0.057078954,0,0,0.013572045,0.191288295,0.083180665,0.013214815,0.113333667
FAM138F,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998949984,0.568401213,0.10571852,0
FAM13A,3.511338008,25.19409715,10.5784127,4.610663852,3.363643908,10.38149448,3.166889114,1.063417642,2.558195173,1.929897856,4.050509386,3.044901361,7.03757416,2.432198963,1.352759227,2.737015942,10.61959262
FAM13A-AS1,0,1.003770896,0.05186259,0.035484317,0.010770762,0.100513798,0,0.024210754,0.042236882,0.060279643,0.089532314,0.058460237,0.062110073,0.370360359,0.326978617,0.730355241,0.09575106
FAM13B,11.86045016,2.933545714,15.11675478,11.09348201,11.45398589,11.86601533,24.78264532,16.104434,15.9183234,12.06158658,14.26775435,12.17523309,19.40397342,18.05199837,30.59240061,28.72620893,9.767616368
FAM13C,4.752365822,0.215531943,0.655363886,1.480563129,2.720392043,1.660346976,1.285853047,1.112544975,0.794997667,2.962269103,5.70993848,1.728719307,1.124315703,2.33513169,6.01106447,1.079194621,1.837773168
FAM149A,0.433216531,1.846862885,2.44148971,6.321702112,6.356474544,1.300170397,2.913205621,2.029567209,0.223680249,0.968456724,0.761351924,0.903904702,0.602130228,0.633088869,5.268941439,0.164424575,0.928703283
FAM149B1,4.724228593,2.182059922,4.235894941,3.650790279,4.151680718,3.968182257,3.996856402,4.601818953,6.518287993,2.862946051,7.501625591,5.15657478,8.225487565,3.85340308,4.203674049,2.794880176,4.40731618
FAM150A,2.421516887,1.472338675,0.081238948,0.259390052,0.41335443,0.127169136,0.095998914,0,0,3.800551691,0.022311834,0.024654452,0,0.287141173,0.147158507,0.076512763,0.043746215
FAM150B,0.395969796,0.036649475,0.265211667,0.413554252,0.197259129,0.077238101,0,0.128990074,0.26956682,0.986891559,0.24392574,0.636405823,0.29431908,0.080971215,0.199071293,0.135540957,0.119564667
FAM151A,0.055288145,0.270805547,0.4979345,0.215575409,1.202365602,0.132110591,0.079783342,0.137893044,0.45706661,0.915531836,0.241059646,0.399554349,0.778249358,0.698871279,0.166774577,0.937932981,0.181784306
FAM151B,1.521368774,0.156813555,0.918373315,1.162808302,1.13559111,2.09305082,1.69644952,0.855468124,1.755183333,3.091840002,1.785877578,0.903400173,1.599669973,1.177946093,2.378014491,1.299075552,1.728024019
FAM153A,0.051933998,0.194315517,2.660689791,0.007910046,0.014405894,0.025853309,0,0.022667318,0.098860701,1.63935512,0.185067362,0.078190566,0.34826432,1.338464567,0.345950697,0.385762474,0.026680634
FAM153B,0.12158461,0.236321699,0.278392833,1.248676095,0.289081485,1.314281911,0,0.025992147,0.277105963,5.428863931,3.131181028,0.249437361,2.128632215,3.18624266,0.174645395,0.482775347,0.028554525
FAM153C,1.15730357,0.86603016,0.596223728,2.361996905,0.963068122,4.470677996,1.252531794,0.981378519,1.363776751,5.569570341,3.954249394,2.050680378,13.85545714,15.52093449,1.847300723,3.64652819,0.047564361
FAM155A,0.532932446,0.183104919,9.928461517,3.266506524,6.477612657,8.238757408,1.456526671,22.68057637,0.234223703,4.16177902,4.867951778,8.775572883,8.472979273,7.088809003,18.39774966,10.97415217,0.902675195
FAM155B,1.736732842,3.245551311,1.686506614,0.425123128,0.455941706,1.920568258,1.14680365,1.28012779,1.23132228,3.145520451,2.327325758,0.484884175,1.167688875,0.191230122,0.693827611,2.697479448,0.07010388
FAM156A,0,0.014058232,0,0.028327445,0,0,0,0,0,0,0,0,0,14.04842295,4.733602519,18.26763307,0.00636991
FAM156B,0,0.451338742,0,0,0,0,0,0.002972519,0,0,0,0,0,10.82363484,3.661020381,14.07887028,0.004898338
FAM157A,0.108075209,0.119036115,2.18884524,0.343327137,0.689512875,0.439631142,0,0.985776241,1.209189657,1.573931117,0.543708954,1.468014864,0.606009529,0.218663712,3.353191589,0.081387415,0.212572573
FAM157B,0.048764317,0.088463459,1.284042599,0.20796364,0,0.854494333,0,0.486488385,0.212175885,3.532821008,0.163550279,1.705565261,0.060001606,5.421747567,8.776710048,0.455693972,0.040083582
FAM157C,0.263142001,0.119341627,4.887085853,0.855019708,0.510947964,0.71610572,0.079109591,0.207827427,0.779197645,5.174462232,1.360597904,0.386021743,0.237439148,1.216922016,2.028492132,0.105086143,2.199040011
FAM159A,0.571002069,1.960727732,0.083011176,0.099393243,0.271524703,0.194914997,0.392372525,0.149194016,0.157743328,1.1256408,0.068395699,0.138557588,0.066912785,0.58681032,0.136698883,0.091212205,0.357604309
FAM159B,0.74114702,0.569958084,0.295131773,0.039263929,0.071508057,0,0,0.417917168,0.747771887,1.534107559,0.027018777,0.358267172,0.142738049,0.29804312,1.506628079,1.050078989,0.105949984
FAM160A1,2.008989847,0.754966951,4.049809029,1.669164882,0.601934802,1.610020499,1.626479099,2.614645921,0.16347107,1.348540765,1.588939911,1.093626517,2.387208172,1.094993736,0.774629175,2.647270231,1.154527602
FAM160A2,5.546778127,3.809182273,9.89741853,7.235336975,5.930397184,4.101346265,3.16436761,6.427587394,6.909895682,2.494805712,5.206383663,8.03611055,6.224011033,9.036889121,1.354647725,4.820329894,3.96286841
FAM160B1,8.930485098,3.126150155,4.626563377,11.48680663,10.79739094,7.096960301,5.083164365,4.674620836,8.130118826,4.762954602,7.61121312,8.71792922,8.932935216,5.365610393,11.81551945,4.789747086,10.99443485
FAM160B2,2.055494946,2.05806373,1.154500099,1.391812035,1.229749121,1.560628725,1.234205802,0.87581814,0.926750996,1.346050277,0.775209178,2.001357164,2.092910015,1.596286924,0.82159241,1.476879375,1.847623617
FAM161A,4.288880115,1.834989883,6.377730248,2.625894742,3.243220551,2.451455753,10.52313989,2.97814911,13.37842736,5.836720569,9.632893961,6.902620874,21.22985861,10.15460022,11.40668687,2.861163197,1.539399293
FAM161B,2.443613018,2.314730299,4.695694786,1.457067355,1.846005547,4.831319079,6.939952648,4.573085517,2.337592935,2.780138699,3.34944922,4.098531783,3.595270852,1.846714598,1.725142941,9.430549114,1.132517235
FAM162A,16.99320068,74.50518159,20.15002202,66.10457205,77.23484547,48.42404922,53.92687452,23.12947489,18.84858647,12.23791842,26.84425085,30.90300188,21.74183243,19.56063579,39.50072447,40.28988927,31.72639401
FAM162B,0.571474492,0.068204815,0.045912552,0.14659544,0.233609092,0.598918347,1.193592677,0.090019135,0.218115171,1.431932442,0.453946744,0.222937166,0.695763793,0.208644569,0.136091919,0.115310741,0.543914083
FAM163A,0.044993356,1.539491984,0.022893665,0,0,0.007963798,0,0.007481135,0.058005408,0.206960429,0,0.020843355,0.019684146,0,0,0.007187265,0.143826296
FAM163B,0,0.603172044,0.003406288,0.070694192,0.004951897,0.024883162,0,0.024488161,0,0,0.183361601,0.047552159,0.057110666,0.018919392,0.024680981,0.040636218,0.003668492
FAM166A,0.399254214,0.357933015,0.878741077,0.158389471,0.061813133,0.133118347,0.066993283,0.347362274,0.175064072,0.826420252,0.179059777,0.266680945,0.950528417,0.339935082,0.116699136,0.284772175,0.099217614
FAM166B,0.359040906,0.172702974,0.298944579,0.092799418,0.120719782,0.034663654,0.157003811,0.200803856,0.252477449,1.283678567,0.200697435,2.298338951,0.460520704,0.285121675,0.06016851,0.271125184,0.420331776
FAM167A,0.004080188,6.550662976,0.977840571,0.477274979,0.253522607,0.396482848,0.603509738,0.466075238,0.020711945,0.548965452,0.845018697,0.746614729,0.176719146,0.517329735,0.129231189,0.005865945,0.768033335
FAM167B,0.195567355,2.823451029,0.348282248,0.635451362,0.433985091,0.337499259,1.175886281,0.211362919,0.141820492,0.60721021,0.081988987,0.181194747,0.368972217,0.301472487,0.196640485,0.234300328,0.34829949
FAM168A,0.581496922,2.941751314,0.420710236,0.264753241,0.263811639,0.143274852,0.343746455,0.431314246,0.292533135,0.151147001,0.325544138,0.499158939,0.629813151,0.316071399,0.568570781,0.376817851,0.362329598
FAM168B,0.897281256,6.011492135,0.642876984,0.648334162,0.601270544,0.220503693,0.290413274,0.62631567,0.655669006,0.290582784,0.376173113,0.433405625,0.838306042,0.480482362,0.969820884,0.774370421,0.614089159
FAM169A,0.192706437,0.58756255,0.761982109,1.553129586,1.764644193,0.316226745,1.315037059,0.103073843,1.395774576,0.80738161,0.072029268,0.465720407,1.684365469,0.22190196,2.110392002,1.207214357,0.219472617
FAM169B,0.113379255,0.059990457,0.00721125,0.6216749,0.041933469,0,0,0,0.082219764,0.254241914,0.007922122,0,0,0,0,0,0.698971128
FAM170A,0,0,0.018231278,0,0.013251876,0,0,0,0.11259391,1.532752589,0,0.011065681,0,0.00460278,0,0.045788397,0.039269312
FAM170B,0.022052653,0,0.016831353,0,0.02446861,0,0,0.011000215,0.255872404,1.095528116,0,0.030647944,0,0,0,0.010568111,0.03625394
FAM171A1,3.910819261,6.018274115,5.566548429,9.895563124,12.18668643,3.843455439,1.024020806,1.148442494,8.2965227,3.443657632,11.42402008,9.763471686,0.221198227,4.962077954,7.392842991,9.008009701,1.568432412
FAM171A2,3.004837225,5.654961141,0.523688959,2.695541737,1.916410498,1.771452219,0.725531657,8.049000194,2.161874104,1.616153522,5.792809306,7.771103774,4.489131524,4.253634865,4.03834656,7.415347424,0.437586708
FAM171B,4.454680746,9.389799845,0.275980631,1.303610339,1.931585833,1.636005041,12.09006351,15.13979906,1.35434413,1.689834753,7.310853011,1.911681529,30.61594457,2.514074004,8.274199065,2.747524288,1.348235412
FAM172A,2.257657585,1.32116832,4.65408445,1.722012581,2.443842391,1.448608357,4.168242412,2.281766045,3.218724654,2.224532432,1.980455338,1.879281728,3.55243617,3.046349232,3.249708318,3.309897534,2.088744272
FAM172BP,0.108620126,0.190890268,0.611407155,0.016543886,0.045194962,0.097330103,0,0.027090726,0.265843902,1.377107483,0,0.044028876,0.013365064,0.05232529,0,0.045546486,0.13392632
FAM173A,0.311603986,2.537878421,0.634205388,0.965025564,1.066036155,0.816964553,1.452023576,0.673543169,0.357781585,0.510618808,0.38102104,0.535304647,1.450568819,0.695501214,0.698428766,0.479092104,0.747057752
FAM173B,2.710028344,4.205644337,2.020752461,1.82116167,2.810106075,2.278884941,1.054702808,3.069007821,1.777056911,3.046136368,1.481805871,3.372165524,2.418645371,2.045750048,1.32446605,2.37859704,2.19250346
FAM174A,0.501816236,6.486215116,1.130772643,1.004527264,2.37299542,0.827940314,2.801747451,1.340967552,0.303253685,1.508609006,0.450813676,1.195551841,3.010829039,2.297668088,1.411594176,2.839969131,0.844613936
FAM174B,9.608776915,20.64459639,11.47537981,2.844007271,6.757076358,3.793653563,1.025837826,7.097911778,3.058721098,2.158148733,1.033165145,4.017700702,7.446614489,4.588858299,7.618410651,6.77367297,10.9855228
FAM175A,2.808625212,1.00082978,1.22944095,1.215040522,1.401035249,1.226624695,5.491952272,1.530490063,2.772710121,2.088499574,2.330219838,1.642784335,6.908790075,3.190331688,12.01402242,3.387506839,1.673286496
FAM175B,8.498290535,8.336579675,6.343113714,6.484545407,8.493314502,7.556908291,11.83510678,7.179427133,8.45111724,4.63480342,22.01422557,8.795232568,15.37229106,5.875892226,12.02153367,5.400142269,9.801922763
FAM177A1,4.312889761,6.739670292,9.334807059,8.00598861,9.744225768,8.518430584,13.38626027,11.07549277,2.600774787,4.101986555,6.484562217,5.425174448,14.27505931,7.054220422,14.51913991,11.07891712,8.322373595
FAM177B,1.123272047,0.754714959,0.396907578,0.025345941,0.138481224,0.016568208,1.275734569,0.093384336,2.805735713,3.013982141,0.191854958,0.077090422,0.071665469,1.194452239,0.06274643,0.009968452,1.812430786
